X,genus,X,species,subttype,subtaxa,native_status,rarity_status,invasive_status
,Rotala,,ramosior,,,N,T,
,Abutilon,,theophrasti,,,I,,
,Hibiscus,,laevis,,,N,,
,Hibiscus,,trionum,,,I,,
,Malva,,neglecta,,,I,,
,Malva,,rotundifolia,,,I,,
,Napaea,,dioica,,,N,T,
,Sphaeralcea,,coccinea,,,N,,
,Marsilea,,vestita,,,N,E,
,Menispermum,,canadense,,,N,,
,Menyanthes,,trifoliata,,,N,,
,Desmanthus,,illinoensis,,,N,SC,
,Mollugo,,verticillata,,,I,,
,Monotropa,,hypopithys,,,N,,
,Monotropa,,uniflora,,,N,,
,Morus,,alba,,,I,,
,Morus,,rubra,,,N,H,
,Comptonia,,peregrina,,,N,,
,Myrica,,gale,,,N,,
,Najas,,flexilis,,,N,,
,Najas,,gracillima,,,N,SC,
,Najas,,guadalupensis,,,N,,
,Najas,,guadalupensis,subsp.,guadalupensis,N,,
,Najas,,guadalupensis,subsp.,olivacea,N,SC,
,Najas,,marina,,,N,SC,
,Najas,,minor,,,I,,PI
,Nelumbo,,lutea,,,N,,
,Mirabilis,,albida,,,N,,
,Mirabilis,,linearis,var.,linearis,I,,
,Mirabilis,,nyctaginea,,,N,,
,Nuphar,,microphylla,,,N,,
,Nuphar,X,rubrodisca,,,N,,
,Nuphar,,variegata,,,N,,
,Nymphaea,,leibergii,,,N,T,
,Nymphaea,,odorata,,,N,,
,Nymphaea,,odorata,subsp.,odorata,N,,
,Nymphaea,,odorata,subsp.,tuberosa,N,,
,Fraxinus,,americana,,,N,,
,Fraxinus,,nigra,,,N,,
,Fraxinus,,pennsylvanica,,,N,,
,Calylophus,,serrulatus,,,N,,
,Circaea,,alpina,subsp.,alpina,N,,
,Circaea,X,intermedia,,,N,,
,Circaea,,lutetiana,var.,canadensis,N,,
,Epilobium,,angustifolium,,,N,,
,Epilobium,,angustifolium,subsp.,angustifolium,N,,
,Epilobium,,angustifolium,var.,canescens,N,,
,Epilobium,,ciliatum,subsp.,ciliatum,N,,
,Epilobium,,coloratum,,,N,,
,Epilobium,,glandulosum,,,N,,
,Epilobium,,leptophyllum,,,N,,
,Epilobium,,palustre,,,N,,
,Epilobium,,strictum,,,N,,
,Epilobium,X,wisconsinense,,,N,,
,Gaura,,biennis,,,N,W,
,Gaura,,coccinea,,,N,,
,Ludwigia,,palustris,,,N,,
,Ludwigia,,polycarpa,,,N,,
,Oenothera,,biennis,,,N,,
,Oenothera,,biennis,var.,biennis,N,,
,Oenothera,,biennis,var.,canescens,N,,
,Oenothera,,clelandii,,,N,,
,Oenothera,,laciniata,,,N,W,
,Oenothera,,nuttallii,,,N,,
,Oenothera,,parviflora,,,N,,
,Oenothera,,parviflora,var.,oakesiana,N,,
,Oenothera,,parviflora,var.,parviflora,N,,
,Oenothera,,perennis,,,N,,
,Oenothera,,rhombipetala,,,N,SC,
,Botrychium,,acuminatum,,,N,SC,
,Botrychium,,ascendens,,,N,E,
,Botrychium,,campestre,,,N,SC,
,Botrychium,,dissectum,,,N,,
,Botrychium,,gallicomontanum,,,N,E,
,Botrychium,,lanceolatum,subsp.,angustisegmentum,N,T,
,Botrychium,,lineare,,,N,E,
,Botrychium,,lunaria,,,N,T,
,Botrychium,,matricariifolium,,,N,,
,Botrychium,,michiganense,,,N,W,
,Botrychium,,minganense,,,N,SC,
,Botrychium,,mormo,,,N,T,
,Botrychium,,multifidum,,,N,,
,Botrychium,,oneidense,,,N,T,
,Botrychium,,pallidum,,,N,SC,
,Botrychium,,rugulosum,,,N,SC,
,Botrychium,,simplex,,,N,SC,
,Botrychium,,spathulatum,,,N,E,
,Botrychium,,virginianum,,,N,,
,Ophioglossum,,pusillum,,,N,W,
,Amerorchis,,rotundifolia,,,N,,
,Aplectrum,,hyemale,,,N,,
,Arethusa,,bulbosa,,,N,,
,Calopogon,,oklahomensis,,,N,H,
,Calopogon,,tuberosus,var.,tuberosus,N,,
,Calypso,,bulbosa,var.,americana,N,,
,Coeloglossum,,viride,,,N,,
,Corallorhiza,,maculata,,,N,,
,Corallorhiza,,maculata,var.,maculata,N,,
,Corallorhiza,,maculata,var.,occidentalis,N,,
,Corallorhiza,,odontorhiza,var.,odontorhiza,N,,
,Corallorhiza,,striata,var.,striata,N,,
,Corallorhiza,,trifida,,,N,,
,Cypripedium,,acaule,,,N,,
,Cypripedium,X,andrewsii,,,N,,
,Cypripedium,,arietinum,,,N,T,
,Cypripedium,,candidum,,,N,SC,
,Cypripedium,,parviflorum,,,N,,
,Cypripedium,,parviflorum,var.,makasin,N,,
,Cypripedium,,parviflorum,var.,pubescens,N,,
,Cypripedium,,reginae,,,N,,
,Epipactis,,helleborine,,,I,,
,Galearis,,spectabilis,,,N,,
,Goodyera,,pubescens,,,N,,
,Goodyera,,repens,,,N,,
,Goodyera,,tesselata,,,N,,
,Liparis,,liliifolia,,,N,,
,Liparis,,loeselii,,,N,,
,Listera,,auriculata,,,N,E,
,Listera,,convallarioides,,,N,SC,
,Listera,,cordata,var.,cordata,N,,
,Malaxis,,monophyllos,var.,brachypoda,N,SC,
,Malaxis,,paludosa,,,N,E,
,Malaxis,,unifolia,,,N,,
,Platanthera,,aquilonis,,,N,,
,Platanthera,,clavellata,,,N,SC,
,Platanthera,,dilatata,var.,dilatata,N,,
,Platanthera,,flava,var.,herbiola,N,T,
,Platanthera,,hookeri,,,N,,
,Platanthera,,huronensis,,,N,,
,Platanthera,,lacera,,,N,,
,Platanthera,,obtusata,,,N,,
,Platanthera,,orbiculata,,,N,,
,Platanthera,,praeclara,,,N,E,
,Platanthera,,psycodes,,,N,,
,Pogonia,,ophioglossoides,,,N,,
,Spiranthes,,casei,var.,casei,N,T,
,Spiranthes,,cernua,,,N,,
,Spiranthes,,lacera,,,N,,
,Spiranthes,,lacera,var.,gracilis,N,,
,Spiranthes,,lacera,var.,lacera,N,,
,Spiranthes,,magnicamporum,,,N,,
,Spiranthes,,romanzoffiana,,,N,,
,Agalinis,,aspera,,,N,,
,Agalinis,,auriculata,,,N,E,
,Agalinis,,gattingeri,,,N,E,
,Agalinis,,purpurea,,,N,,
,Agalinis,,purpurea,var.,parviflora,N,,
,Agalinis,,purpurea,var.,purpurea,N,W,
,Agalinis,,tenuifolia,,,N,,
,Orobanche,,fasciculata,,,N,T,
,Orobanche,,ludoviciana,subsp.,ludoviciana,N,T,
,Orobanche,,uniflora,,,N,T,
,Osmunda,,cinnamomea,,,N,,
,Osmunda,,claytoniana,,,N,,
,Osmunda,,regalis,var.,spectabilis,N,,
,Oxalis,,acetosella,,,I,,
,Oxalis,,dillenii,,,N,,
,Oxalis,,stricta,,,N,,
,Oxalis,,violacea,,,N,,
,Chelidonium,,majus,,,I,,
,Sanguinaria,,canadensis,,,N,,
,Abies,,balsamea,,,N,,
,Larix,,laricina,,,N,,
,Picea,,glauca,,,N,,
,Picea,,mariana,,,N,,
,Pinus,,banksiana,,,N,,
,Pinus,,resinosa,,,N,,
,Pinus,,strobus,,,N,,
,Pinus,,sylvestris,,,I,,
,Tsuga,,canadensis,,,N,E,
,Littorella,,americana,,,N,SC,
,Plantago,,aristata,,,N,,
,Plantago,,elongata,,,N,SC,
,Plantago,,eriopoda,,,N,,
,Plantago,,lanceolata,,,I,,RS
,Plantago,,major,,,I,,
,Plantago,,patagonica,,,I,,
,Plantago,,patagonica,var.,patagonica,I,,
,Plantago,,patagonica,var.,spinulosa,I,,
,Plantago,,psyllium,,,I,,
,Plantago,,rugelii,,,N,,
,Plantago,,virginica,,,N,H,
,Veronica,,americana,,,N,,
,Veronica,,arvensis,,,I,,
,Veronica,,catenata,,,N,,
,Veronica,,longifolia,,,I,,
,Veronica,,officinalis,,,I,,
,Veronica,,peregrina,,,N,,
,Veronica,,peregrina,var.,peregrina,N,,
,Veronica,,peregrina,var.,xalapensis,N,,
,Veronica,,persica,,,I,,
,Veronica,,scutellata,,,N,,
,Veronica,,serpyllifolia,,,U,,
,Veronica,,serpyllifolia,var.,humifusa,N,,
,Veronica,,serpyllifolia,var.,serpyllifolia,I,,
,Veronica,,verna,,,I,,
,Achnatherum,,hymenoides,,,N,E,
,Agropyron,,cristatum,,,I,,
,Agrostis,,gigantea,,,I,,
,Agrostis,,hyemalis,,,N,E,
,Agrostis,,perennans,,,N,,
,Agrostis,,scabra,,,N,,
,Agrostis,,stolonifera,,,I,,
,Alopecurus,,aequalis,var.,aequalis,N,,
,Alopecurus,,carolinianus,,,N,,
,Alopecurus,,geniculatus,,,I,,
,Alopecurus,,pratensis,,,I,,
,Ammophila,,breviligulata,subsp.,breviligulata,N,T,
,Andropogon,,gerardii,,,N,,
,Anthoxanthum,,hirtum,,,N,,
,Aristida,,basiramea,,,N,,
,Aristida,,dichotoma,var.,curtissii,N,,
,Aristida,,longespica,var.,geniculata,N,E,
,Aristida,,oligantha,,,N,,
,Aristida,,purpurea,var.,longiseta,N,SC,
,Aristida,,tuberculosa,,,N,T,
,Arrhenatherum,,elatius,subsp.,elatius,I,,
,Avena,,fatua,,,I,,
,Avena,,sativa,,,I,,
,Avenula,,hookeri,,,N,SC,
,Beckmannia,,syzigachne,,,N,,
,Bouteloua,,curtipendula,var.,curtipendula,N,,
,Bouteloua,,gracilis,,,N,,
,Bouteloua,,hirsuta,var.,hirsuta,N,,
,Brachyelytrum,,aristosum,,,N,,
,Brachyelytrum,,erectum,,,N,,
,Bromus,,ciliatus,,,N,,
,Bromus,,inermis,,,I,,
,Bromus,,japonicus,,,I,,
,Bromus,,kalmii,,,N,,
,Bromus,,latiglumis,,,N,,
,Bromus,,pubescens,,,N,,
,Bromus,,secalinus,,,I,,
,Bromus,,tectorum,,,I,,
,Buchloe,,dactyloides,,,N,SC,
,Calamagrostis,,canadensis,,,N,,
,Calamagrostis,,canadensis,var.,canadensis,N,,
,Calamagrostis,,canadensis,var.,langsdorfii,N,,
,Calamagrostis,,canadensis,var.,macouniana,N,,
,Calamagrostis,,lacustris,,,N,SC,
,Calamagrostis,,montanensis,,,N,SC,
,Calamagrostis,,purpurascens,,,N,E,
,Calamagrostis,,stricta,,,N,,
,Calamagrostis,,stricta,subsp.,inexpansa,N,,
,Calamagrostis,,stricta,subsp.,stricta,N,,
,Calamovilfa,,longifolia,var.,longifolia,N,,
,Cenchrus,,longispinus,,,N,,
,Cenchrus,,spinifex,,,N,,
,Cinna,,arundinacea,,,N,,
,Cinna,,latifolia,,,N,,
,Dactylis,,glomerata,,,I,,
,Danthonia,,spicata,,,N,,
,Deschampsia,,cespitosa,subsp.,cespitosa,N,,
,Deschampsia,,flexuosa,,,N,T,
,Diarrhena,,obovata,,,N,E,
,Dichanthelium,,aciculare,subsp.,angustifolium,N,,
,Dichanthelium,,acuminatum,,,N,,
,Dichanthelium,,acuminatum,subsp.,fasciculatum,N,,
,Dichanthelium,,acuminatum,subsp.,implicatum,N,,
,Dichanthelium,,acuminatum,subsp.,lindheimeri,N,,
,Dichanthelium,,boreale,,,N,,
,Dichanthelium,,depauperatum,,,N,,
,Dichanthelium,,latifolium,,,N,,
,Dichanthelium,,leibergii,,,N,,
,Dichanthelium,,linearifolium,,,N,,
,Dichanthelium,,oligosanthes,,,N,,
,Dichanthelium,,oligosanthes,subsp.,oligosanthes,N,,
,Dichanthelium,,oligosanthes,subsp.,scribnerianum,N,,
,Dichanthelium,,ovale,,,N,,
,Dichanthelium,,ovale,subsp.,praecocius,N,,
,Dichanthelium,,ovale,subsp.,pseudopubescens,N,,
,Dichanthelium,,ovale,subsp.,villosissimum,N,,
,Dichanthelium,,perlongum,,,N,,
,Dichanthelium,,wilcoxianum,,,N,,
,Dichanthelium,,xanthophysum,,,N,,
,Digitaria,,cognata,,,N,,
,Digitaria,,ischaemum,,,I,,
,Digitaria,,sanguinalis,,,I,,
,Distichlis,,spicata,,,N,,
,Echinochloa,,crus-galli,,,I,,
,Echinochloa,,muricata,,,N,,
,Echinochloa,,muricata,var.,microstachya,N,,
,Echinochloa,,muricata,var.,muricata,N,,
,Echinochloa,,walteri,,,N,,
X,Elyhordeum,,macounii,,,N,,
,Elymus,,canadensis,var.,canadensis,N,,
,Elymus,,curvatus,,,N,,
,Elymus,,diversiglumis,,,N,,
,Elymus,,hystrix,,,N,,
,Elymus,,repens,,,I,,RS
,Elymus,,trachycaulus,,,N,,
,Elymus,,trachycaulus,subsp.,subsecundus,N,,
,Elymus,,trachycaulus,subsp.,trachycaulus,N,,
,Elymus,,villosus,,,N,,
,Elymus,,virginicus,var.,virginicus,N,,
,Elymus,,wiegandii,,,N,,
,Eragrostis,,cilianensis,,,I,,
,Eragrostis,,frankii,,,N,,
,Eragrostis,,hypnoides,,,N,,
,Eragrostis,,minor,,,I,,
,Eragrostis,,pectinacea,var.,pectinacea,N,,
,Eragrostis,,spectabilis,,,N,,
,Eragrostis,,trichodes,,,I,,
,Eriochloa,,villosa,,,I,,
,Festuca,,rubra,,,I,,
,Festuca,,rubra,subsp.,fallax,I,,
,Festuca,,rubra,subsp.,rubra,I,,
,Festuca,,saximontana,var.,saximontana,N,,
,Festuca,,subverticillata,,,N,,
,Festuca,,trachyphylla,,,I,,
,Glyceria,,borealis,,,N,,
,Glyceria,,canadensis,var.,canadensis,N,,
,Glyceria,,grandis,var.,grandis,N,,
,Glyceria,,striata,,,N,,
,Hesperostipa,,comata,subsp.,comata,N,,
,Hesperostipa,,spartea,,,N,,
,Hordeum,,jubatum,subsp.,jubatum,N,,
,Hordeum,,pusillum,,,N,,
,Hordeum,,vulgare,subsp.,vulgare,I,,
,Koeleria,,macrantha,,,N,,
,Leersia,,lenticularis,,,N,T,
,Leersia,,oryzoides,,,N,,
,Leersia,,virginica,,,N,,
,Leptochloa,,fusca,subsp.,fascicularis,N,,
,Leymus,,cinereus,,,N,,
,Lolium,,perenne,,,I,,
,Melica,,nitens,,,N,T,
,Milium,,effusum,var.,cisatlanticum,N,,
,Miscanthus,,sacchariflorus,,,I,,
,Muhlenbergia,,asperifolia,,,N,,
,Muhlenbergia,,cuspidata,,,N,,
,Muhlenbergia,,frondosa,,,N,,
,Muhlenbergia,,glomerata,,,N,,
,Muhlenbergia,,mexicana,,,N,,
,Muhlenbergia,,mexicana,var.,filiformis,N,,
,Muhlenbergia,,mexicana,var.,mexicana,N,,
,Muhlenbergia,,racemosa,,,N,,
,Muhlenbergia,,richardsonis,,,N,,
,Muhlenbergia,,schreberi,,,N,W,
,Muhlenbergia,,sylvatica,,,N,,
,Muhlenbergia,,uniflora,,,N,SC,
,Nassella,,viridula,,,N,,
,Oryzopsis,,asperifolia,,,N,,
,Panicum,,capillare,subsp.,capillare,N,,
,Panicum,,dichotomiflorum,subsp.,dichotomiflorum,N,,
,Panicum,,philadelphicum,subsp.,philadelphicum,N,,
,Panicum,,virgatum,,,N,,
,Pascopyrum,,smithii,,,I,,
,Paspalum,,setaceum,,,N,,
,Paspalum,,setaceum,var.,muhlenbergii,N,,
,Paspalum,,setaceum,var.,stramineum,N,,
,Phalaris,,arundinacea,,,I,,
,Phalaris,,canariensis,,,I,,
,Phleum,,pratense,subsp.,pratense,I,,
,Phragmites,,australis,,,N,,
,Phragmites,,australis,subsp.,americanus,N,,
,Phragmites,,australis,subsp.,australis,I,,
,Piptatherum,,canadense,,,N,T,
,Piptatherum,,pungens,,,N,,
,Piptatherum,,racemosum,,,N,,
,Poa,,alsodes,,,N,,
,Poa,,annua,,,I,,
,Poa,,arida,,,N,W,
,Poa,,bulbosa,subsp.,vivipara,I,,
,Poa,,chaixii,,,I,,
,Poa,,compressa,,,I,,
,Poa,,glauca,subsp.,glauca,N,,
,Poa,,interior,,,N,,
,Poa,,nemoralis,,,I,,
,Poa,,paludigena,,,N,T,
,Poa,,palustris,,,N,,
,Poa,,pratensis,subsp.,pratensis,I,,
,Poa,,saltuensis,,,N,,
,Poa,,saltuensis,subsp.,languida,N,,
,Poa,,saltuensis,subsp.,saltuensis,N,,
,Poa,,secunda,subsp.,secunda,N,,
,Poa,,sylvestris,,,N,W,
,Poa,,trivialis,subsp.,trivialis,I,,
,Poa,,wolfii,,,N,SC,
,Puccinellia,,distans,,,I,,
,Puccinellia,,nuttalliana,,,N,W,
,Schedonnardus,,paniculatus,,,N,SC,
,Schedonorus,,arundinaceus,,,I,,
,Schedonorus,,pratensis,,,I,,
,Schizachne,,purpurascens,,,N,,
,Schizachyrium,,scoparium,var.,scoparium,N,,
,Scolochloa,,festucacea,,,N,,
,Setaria,,faberi,,,I,,RS
,Setaria,,italica,,,I,,
,Setaria,,pumila,subsp.,pumila,I,,
,Setaria,,verticillata,,,I,,
,Setaria,,viridis,,,I,,
,Setaria,,viridis,var.,major,I,,
,Setaria,,viridis,var.,viridis,I,,
,Sorghastrum,,nutans,,,N,,
,Spartina,,gracilis,,,N,,
,Spartina,,pectinata,,,N,,
,Sphenopholis,,intermedia,,,N,,
,Sphenopholis,,obtusata,,,N,,
,Sporobolus,,compositus,var.,compositus,N,,
,Sporobolus,,cryptandrus,,,N,,
,Sporobolus,,heterolepis,,,N,,
,Sporobolus,,neglectus,,,N,,
,Sporobolus,,vaginiflorus,var.,vaginiflorus,N,,
,Torreyochloa,,pallida,,,N,SC,
,Torreyochloa,,pallida,var.,fernaldii,N,SC,
,Torreyochloa,,pallida,var.,pallida,N,SC,
,Triplasis,,purpurea,var.,purpurea,N,SC,
,Trisetum,,spicatum,,,N,SC,
,Vulpia,,octoflora,,,N,,
,Vulpia,,octoflora,var.,glauca,N,,
,Vulpia,,octoflora,var.,octoflora,N,,
,Zizania,,aquatica,var.,aquatica,N,W,
,Zizania,,palustris,,,N,,
,Zizania,,palustris,var.,interior,N,,
,Zizania,,palustris,var.,palustris,N,,
,Collomia,,linearis,,,N,,
,Phlox,,divaricata,var.,laphamii,N,,
,Phlox,,maculata,,,N,SC,
,Phlox,,paniculata,,,I,,
,Phlox,,pilosa,var.,fulgida,N,,
,Phlox,,subulata,subsp.,subulata,I,,
,Polemonium,,occidentale,subsp.,lacustre,N,E,
,Polemonium,,reptans,var.,reptans,N,,
,Polygala,,cruciata,,,N,E,
,Polygala,,paucifolia,,,N,,
,Polygala,,polygama,var.,obtusata,N,,
,Polygala,,sanguinea,,,N,,
,Polygala,,senega,,,N,,
,Polygala,,verticillata,var.,isocycla,N,,
,Bistorta,,vivipara,,,N,T,
,Fagopyrum,,esculentum,,,I,,
,Fallopia,X,bohemica,,,I,,
,Fallopia,,cilinodis,,,N,,
,Fallopia,,convolvulus,,,I,,
,Fallopia,,japonica,var.,japonica,I,,
,Fallopia,,scandens,,,N,,
,Persicaria,,amphibia,,,N,,
,Persicaria,,arifolia,,,N,,
,Persicaria,,careyi,,,N,SC,
,Persicaria,,hydropiper,,,I,,
,Persicaria,,hydropiperoides,,,N,H,
,Persicaria,,lapathifolia,,,N,,
,Persicaria,,maculosa,,,I,,
,Persicaria,,orientalis,,,I,,
,Persicaria,,pensylvanica,,,N,,
,Persicaria,,punctata,,,N,,
,Persicaria,,sagittata,,,N,,
,Persicaria,,virginiana,,,N,,
,Polygonella,,articulata,,,N,,
,Polygonum,,achoreum,,,N,,
,Polygonum,,aviculare,,,I,,
,Polygonum,,aviculare,subsp.,aviculare,I,,
,Polygonum,,aviculare,subsp.,buxiforme,N,,
,Polygonum,,aviculare,subsp.,depressum,I,,
,Polygonum,,aviculare,subsp.,neglectum,I,,
,Polygonum,,douglasii,,,N,,
,Polygonum,,erectum,,,N,,
,Polygonum,,ramosissimum,,,N,,
,Polygonum,,ramosissimum,subsp.,prolificum,N,,
,Polygonum,,ramosissimum,subsp.,ramosissimum,N,,
,Polygonum,,tenue,,,N,,
,Rumex,,acetosa,,,I,,
,Rumex,,acetosella,,,I,,
,Rumex,,altissimus,,,N,,
,Rumex,,britannica,,,N,,
,Rumex,,crispus,,,I,,
,Rumex,,fueginus,,,N,,
,Rumex,,longifolius,,,I,,
,Rumex,,obtusifolius,,,I,,
,Rumex,,patientia,,,I,,
,Rumex,,pseudonatronatus,,,I,,
,Rumex,,stenophyllus,,,I,,
,Rumex,,triangulivalvis,,,N,,
,Rumex,,verticillatus,,,N,,
,Polypodium,,virginianum,,,N,,
,Heteranthera,,dubia,,,N,,
,Heteranthera,,limosa,,,N,T,
,Pontederia,,cordata,,,N,,
,Claytonia,,caroliniana,,,N,,
,Claytonia,,virginica,,,N,,
,Montia,,chamissoi,,,N,E,
,Phemeranthus,,parviflorus,,,N,,
,Phemeranthus,,rugospermus,,,N,T,
,Portulaca,,oleracea,,,I,,
,Potamogeton,,alpinus,,,N,,
,Potamogeton,,amplifolius,,,N,,
,Potamogeton,,bicupulatus,,,N,E,
,Potamogeton,,confervoides,,,N,W,
,Potamogeton,,crispus,,,I,,PI
,Potamogeton,,diversifolius,,,N,E,
,Potamogeton,,epihydrus,,,N,,
,Potamogeton,,foliosus,subsp.,foliosus,N,,
,Potamogeton,,friesii,,,N,,
,Potamogeton,,gramineus,,,N,,
,Potamogeton,X,hagstroemii,,,N,W,
,Potamogeton,X,haynesii,,,N,W,
,Potamogeton,,illinoensis,,,N,,
,Potamogeton,,natans,,,N,,
,Potamogeton,,nodosus,,,N,,
,Potamogeton,,oakesianus,,,N,E,
,Potamogeton,,obtusifolius,,,N,,
,Potamogeton,,praelongus,,,N,,
,Potamogeton,,pulcher,,,N,E,
,Potamogeton,,pusillus,,,N,,
,Potamogeton,,pusillus,subsp.,pusillus,N,,
,Potamogeton,,pusillus,subsp.,tenuissimus,N,,
,Potamogeton,,richardsonii,,,N,,
,Potamogeton,,robbinsii,,,N,,
,Potamogeton,,spirillus,,,N,,
,Potamogeton,,strictifolius,,,N,,
,Potamogeton,,vaseyi,,,N,,
,Potamogeton,,zosteriformis,,,N,,
,Stuckenia,,filiformis,,,N,,
,Stuckenia,,filiformis,subsp.,alpina,N,,
,Stuckenia,,filiformis,subsp.,occidentalis,N,,
,Stuckenia,,pectinata,,,N,,
,Stuckenia,,vaginata,,,N,E,
,Anagallis,,arvensis,,,I,,
,Anagallis,,minima,,,N,H,
,Androsace,,occidentalis,,,N,,
,Androsace,,septentrionalis,,,N,SC,
,Dodecatheon,,amethystinum,,,N,W,
,Dodecatheon,,meadia,,,N,E,
,Lysimachia,,ciliata,,,N,,
,Lysimachia,X,commixta,,,N,,
,Lysimachia,,hybrida,,,N,,
,Lysimachia,,maritima,,,N,E,
,Lysimachia,,nummularia,,,I,,
,Lysimachia,,quadriflora,,,N,,
,Lysimachia,,quadrifolia,,,N,SC,
,Lysimachia,,terrestris,,,N,,
,Lysimachia,,thyrsiflora,,,N,,
,Primula,,mistassinica,,,N,,
,Trientalis,,borealis,,,N,,
,Adiantum,,pedatum,,,N,,
,Cheilanthes,,feei,,,N,,
,Cryptogramma,,stelleri,,,N,,
,Pellaea,,atropurpurea,,,N,SC,
,Pellaea,,glabella,subsp.,glabella,N,,
,Chimaphila,,umbellata,subsp.,umbellata,N,,
,Moneses,,uniflora,,,N,,
,Pyrola,,americana,,,N,,
,Pyrola,,asarifolia,subsp.,asarifolia,N,,
,Pyrola,,chlorantha,,,N,,
,Pyrola,,elliptica,,,N,,
,Pyrola,,minor,,,N,SC,
,Actaea,,pachypoda,,,N,,
,Actaea,,rubra,,,N,,
,Anemone,,acutiloba,,,N,,
,Anemone,,americana,,,N,,
,Anemone,,canadensis,,,N,,
,Anemone,,caroliniana,,,N,,
,Anemone,,cylindrica,,,N,,
,Anemone,,multifida,var.,multifida,U,H,
,Anemone,,patens,var.,multifida,N,,
,Anemone,,quinquefolia,var.,quinquefolia,N,,
,Anemone,,virginiana,,,N,,
,Anemone,,virginiana,var.,alba,N,,
,Anemone,,virginiana,var.,virginiana,N,,
,Aquilegia,,canadensis,,,N,,
,Caltha,,natans,,,N,E,
,Caltha,,palustris,,,N,,
,Clematis,,occidentalis,var.,occidentalis,N,,
,Clematis,,virginiana,,,N,,
,Coptis,,trifolia,,,N,,
,Delphinium,,carolinianum,subsp.,virescens,N,,
,Enemion,,biternatum,,,N,,
,Hydrastis,,canadensis,,,N,E,
,Myosurus,,minimus,,,N,,
,Ranunculus,,abortivus,,,N,,
,Ranunculus,,acris,,,I,,
,Ranunculus,,aquatilis,var.,diffusus,N,,
,Ranunculus,,cymbalaria,,,N,,
,Ranunculus,,fascicularis,,,N,,
,Ranunculus,,flabellaris,,,N,,
,Ranunculus,,flammula,,,N,,
,Ranunculus,,flammula,var.,ovalis,N,,
,Ranunculus,,flammula,var.,reptans,N,,
,Ranunculus,,gmelinii,,,N,,
,Ranunculus,,hispidus,,,N,,
,Ranunculus,,hispidus,var.,caricetorum,N,,
,Ranunculus,,hispidus,var.,nitidus,N,,
,Ranunculus,,lapponicus,,,N,SC,
,Ranunculus,,macounii,,,N,,
,Ranunculus,,pensylvanicus,,,N,,
,Ranunculus,,recurvatus,var.,recurvatus,N,,
,Ranunculus,,repens,,,I,,
,Ranunculus,,rhomboideus,,,N,,
,Ranunculus,,sceleratus,,,N,,
,Ranunculus,,sceleratus,var.,multifidus,N,,
,Ranunculus,,sceleratus,var.,sceleratus,N,,
,Thalictrum,,dasycarpum,,,N,,
,Thalictrum,,dioicum,,,N,,
,Thalictrum,,revolutum,,,N,W,
,Thalictrum,,thalictroides,,,N,,
,Thalictrum,,venulosum,,,N,,
,Ceanothus,,americanus,var.,pitcheri,N,,
,Ceanothus,,herbaceus,,,N,,
,Frangula,,alnus,,,I,,RN
,Rhamnus,,alnifolia,,,N,,
,Rhamnus,,cathartica,,,I,,RN
,Agrimonia,,gryposepala,,,N,,
,Agrimonia,,pubescens,,,N,,
,Agrimonia,,striata,,,N,,
,Amelanchier,,alnifolia,,,N,,
,Amelanchier,,arborea,,,N,,
,Amelanchier,,bartramiana,,,N,,
,Amelanchier,,humilis,,,N,,
,Amelanchier,,interior,,,N,,
,Amelanchier,X,intermedia,,,N,,
,Amelanchier,,laevis,,,N,,
,Amelanchier,,sanguinea,,,N,,
,Amelanchier,,spicata,,,N,,
,Aronia,,melanocarpa,,,N,,
,Chamaerhodos,,erecta,,,N,,
,Crataegus,,calpodendron,,,N,SC,
,Crataegus,,chrysocarpa,,,N,,
,Crataegus,,coccinea,,,N,H,
,Crataegus,,douglasii,,,N,SC,
,Crataegus,,flabellata,,,N,,
,Crataegus,,macracantha,,,N,,
,Crataegus,,macrosperma,,,N,,
,Crataegus,,mollis,,,N,,
,Crataegus,,punctata,,,N,,
,Crataegus,,scabrida,,,N,H,
,Crataegus,,sheridana,,,N,,
,Crataegus,,submollis,,,N,,
,Crataegus,,succulenta,,,N,,
,Dasiphora,,fruticosa,,,N,,
,Fragaria,,vesca,var.,americana,N,,
,Fragaria,,virginiana,,,N,,
,Geum,,aleppicum,var.,strictum,N,,
,Geum,,canadense,,,N,,
,Geum,,laciniatum,,,N,W,
,Geum,,macrophyllum,var.,perincisum,N,,
,Geum,,rivale,,,N,,
,Geum,,triflorum,,,N,,
,Malus,,ioensis,,,N,,
,Physocarpus,,opulifolius,,,N,,
,Physocarpus,,opulifolius,var.,intermedius,N,,
,Physocarpus,,opulifolius,var.,opulifolius,N,,
,Potentilla,,anserina,,,N,,
,Potentilla,,argentea,,,I,,
,Potentilla,,arguta,subsp.,arguta,N,,
,Potentilla,,effusa,,,N,H,
,Potentilla,,flabelliformis,,,N,W,
,Potentilla,,norvegica,,,N,,
,Potentilla,,palustris,,,N,,
,Potentilla,,paradoxa,,,N,W,
,Potentilla,,pensylvanica,,,N,,
,Potentilla,,pensylvanica,var.,arida,N,,
,Potentilla,,pensylvanica,var.,bipinnatifida,N,,
,Potentilla,,pensylvanica,var.,pensylvanica,N,,
,Potentilla,,recta,,,I,,
,Potentilla,,rivalis,,,N,,
,Potentilla,,simplex,,,N,,
,Prunus,,americana,,,N,,
,Prunus,,nigra,,,N,,
